"","EmployeeID","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"1510",1510,3,2,2,2,3,35,"No","Travel_Rarely","Sales",20,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",51540,0,"Y",19,8,0,12,2,11,6,9
"1511",1511,3,4,3,2,3,36,"No","Travel_Frequently","Research & Development",8,3,"Other",1,"Female",3,"Sales Executive","Married",69620,4,"Y",12,8,2,4,2,1,0,0
"1512",1512,4,2,3,2,3,51,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Divorced",56750,5,"Y",13,8,0,13,2,4,1,2
"1513",1513,4,2,3,3,3,41,"No","Travel_Rarely","Research & Development",29,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",23790,1,"Y",12,8,0,22,6,22,0,4
"1514",1514,4,3,3,3,3,18,"No","Travel_Rarely","Sales",7,3,"Life Sciences",1,"Male",1,"Research Scientist","Single",38120,1,"Y",15,8,0,0,3,0,0,0
"1515",1515,2,1,3,2,4,28,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Male",1,"Sales Representative","Single",46480,0,"Y",23,8,2,9,2,8,0,7
"1516",1516,2,4,2,3,3,31,"No","Travel_Rarely","Research & Development",8,1,"Technical Degree",1,"Male",1,"Manufacturing Director","Married",29360,4,"Y",12,8,1,10,2,8,7,7
"1517",1517,3,4,2,3,4,39,"No","Travel_Rarely","Sales",5,4,"Marketing",1,"Female",2,"Human Resources","Divorced",21050,0,"Y",20,8,0,19,3,18,3,7
"1518",1518,2,2,3,3,4,36,"No","Non-Travel","Research & Development",5,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",85780,7,"Y",21,8,0,NA,4,9,0,8
"1519",1519,4,3,2,3,4,32,"No","Travel_Rarely","Sales",2,3,"Marketing",1,"Male",2,"Laboratory Technician","Married",27060,1,"Y",21,8,1,13,4,13,4,8
"1520",1520,1,2,3,2,3,38,"No","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Female",3,"Research Scientist","Married",63840,3,"Y",19,8,2,19,4,10,0,1
"1521",1521,4,3,3,2,3,58,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",39680,2,"Y",13,8,2,12,3,5,1,2
"1522",1522,3,4,3,2,3,31,"No","Travel_Rarely","Research & Development",20,1,"Technical Degree",1,"Female",3,"Research Scientist","Married",99070,NA,"Y",13,8,1,6,3,5,0,3
"1523",1523,1,1,3,3,4,31,"No","Travel_Rarely","Sales",7,4,"Marketing",1,"Male",2,"Sales Executive","Married",132250,3,"Y",21,8,1,9,2,2,1,0
"1524",1524,1,1,3,3,3,45,"No","Travel_Frequently","Research & Development",3,1,"Medical",1,"Female",1,"Sales Executive","Divorced",35400,1,"Y",13,8,0,24,6,24,9,11
"1525",1525,3,4,1,3,3,31,"No","Travel_Rarely","Sales",16,4,"Marketing",1,"Female",2,"Research Scientist","Divorced",28040,0,"Y",19,8,2,3,0,2,2,2
"1526",1526,4,2,3,3,3,33,"No","Travel_Frequently","Research & Development",9,3,"Life Sciences",1,"Male",4,"Research Director","Married",193920,6,"Y",12,8,1,12,3,10,8,8
"1527",1527,3,1,3,3,4,39,"No","Travel_Rarely","Sales",1,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",196650,1,"Y",22,8,1,21,6,21,11,10
"1528",1528,3,4,3,3,3,43,"No","Travel_Frequently","Research & Development",7,4,"Medical",1,"Male",4,"Research Scientist","Single",24390,0,"Y",15,8,0,9,2,8,1,7
"1529",1529,3,3,3,3,4,49,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Single",73140,7,"Y",22,8,0,25,2,7,0,7
"1530",1530,3,2,2,3,3,52,"Yes","Travel_Rarely","Research & Development",7,1,"Life Sciences",1,"Female",2,"Research Scientist","Married",47740,2,"Y",18,8,1,11,2,8,7,7
"1531",1531,3,2,2,3,4,27,"No","Travel_Rarely","Research & Development",15,4,"Medical",1,"Male",3,"Research Scientist","Single",39020,1,"Y",22,8,0,4,2,4,1,2
"1532",1532,3,2,3,4,3,32,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",3,"Research Scientist","Married",26620,1,"Y",11,8,1,13,6,13,11,9
"1533",1533,4,3,3,4,3,27,"No","Travel_Rarely","Research & Development",13,2,"Medical",1,"Female",4,"Research Director","Single",28560,1,"Y",12,8,2,5,5,5,0,4
"1534",1534,4,4,NA,4,3,31,"No","Travel_Rarely","Sales",24,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Divorced",10810,4,"Y",11,8,3,13,4,7,1,7
"1535",1535,1,4,2,3,3,32,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",1,"Male",2,"Healthcare Representative","Single",24720,7,"Y",13,8,0,10,2,7,0,7
"1536",1536,1,4,2,2,3,28,"Yes","Travel_Rarely","Research & Development",9,4,"Medical",1,"Male",1,"Sales Executive","Married",56730,5,"Y",14,8,1,5,4,3,2,2
"1537",1537,4,4,3,3,3,30,"No","Travel_Rarely","Research & Development",13,3,"Life Sciences",1,"Female",4,"Research Director","Married",41970,1,"Y",13,8,0,11,3,10,1,9
"1538",1538,3,3,3,2,3,31,"No","Travel_Frequently","Research & Development",2,1,"Life Sciences",1,"Female",1,"Manager","Married",97130,1,"Y",17,8,0,10,5,10,8,9
"1539",1539,3,4,3,3,3,39,"No","Travel_Frequently","Research & Development",19,4,"Medical",1,"Female",1,"Research Scientist","Married",20620,1,"Y",13,8,0,21,4,21,13,3
"1540",1540,4,3,2,3,3,39,"Yes","Travel_Rarely","Research & Development",1,1,"Medical",1,"Female",1,"Laboratory Technician","Married",42840,4,"Y",17,8,1,12,0,1,0,0
"1541",1541,2,4,2,3,3,33,"No","Travel_Frequently","Sales",4,2,"Life Sciences",1,"Male",4,"Research Scientist","Single",47880,3,"Y",11,8,1,9,0,7,0,1
"1542",1542,4,3,3,4,4,47,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",59060,4,"Y",23,8,0,21,4,3,1,1
"1543",1543,3,3,4,3,3,43,"No","Travel_Frequently","Research & Development",14,3,"Medical",1,"Female",5,"Research Director","Divorced",38860,1,"Y",17,8,2,9,2,9,0,0
"1544",1544,3,2,3,3,3,27,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",1,"Research Director","Married",168230,0,"Y",17,8,0,6,3,5,1,4
"1545",1545,4,3,2,3,3,54,"No","Travel_Frequently","Research & Development",1,4,"Life Sciences",1,"Male",2,"Research Scientist","Single",29330,3,"Y",12,8,2,20,2,4,0,3
"1546",1546,3,1,2,3,4,43,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",2,"Manager","Married",65000,8,"Y",23,8,0,10,3,1,0,0
"1547",1547,4,4,3,3,3,45,"No","Travel_Rarely","Sales",3,1,"Marketing",1,"Female",1,"Sales Executive","Married",171740,9,"Y",14,8,1,12,6,10,9,8
"1548",1548,2,4,2,3,3,40,"No","Travel_Rarely","Research & Development",2,4,"Other",1,"Male",4,"Research Scientist","Married",50330,2,"Y",14,8,2,6,6,4,0,2
"1549",1549,2,1,2,3,3,29,"Yes","Travel_Rarely","Research & Development",29,3,"Medical",1,"Female",1,"Research Scientist","Married",23070,1,"Y",13,8,1,7,0,7,0,7
"1550",1550,2,4,3,3,4,29,"No","Travel_Rarely","Human Resources",8,3,"Medical",1,"Male",3,"Sales Representative","Single",25870,0,"Y",22,8,2,4,3,3,2,2
"1551",1551,4,3,3,2,3,30,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",55070,1,"Y",12,8,2,10,2,10,1,2
"1552",1552,2,2,3,2,3,27,"No","Travel_Rarely","Research & Development",11,2,"Medical",1,"Male",1,"Manager","Married",43930,1,"Y",18,8,1,8,2,8,0,7
"1553",1553,4,4,2,3,3,37,"No","Travel_Rarely","Sales",1,4,"Life Sciences",1,"Male",2,"Healthcare Representative","Divorced",133480,7,"Y",14,8,0,8,4,6,0,4
"1554",1554,3,4,3,3,3,38,"No","Travel_Rarely","Research & Development",28,4,"Medical",1,"Male",1,"Laboratory Technician","Divorced",65830,0,"Y",12,8,0,12,1,11,2,9
"1555",1555,3,4,2,3,3,31,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Female",3,"Manager","Single",81030,1,"Y",15,8,1,11,5,11,4,10
"1556",1556,4,2,3,3,3,29,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Male",3,"Sales Executive","Divorced",39780,1,"Y",11,8,0,7,0,7,1,7
"1557",1557,3,2,3,4,3,35,"No","Travel_Rarely","Sales",16,2,"Technical Degree",1,"Male",3,"Manager","Single",25440,0,"Y",13,8,1,17,3,16,0,13
"1558",1558,3,4,2,2,4,23,"No","Travel_Rarely","Research & Development",20,4,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",53990,1,"Y",23,8,0,4,2,4,0,2
"1559",1559,4,2,3,3,3,41,"No","Travel_Rarely","Research & Development",9,2,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",54870,6,"Y",19,8,2,8,0,5,1,2
"1560",1560,2,3,3,4,3,47,"No","Travel_Frequently","Sales",1,3,"Medical",1,"Female",2,"Laboratory Technician","Single",68340,3,"Y",16,8,1,5,2,0,0,0
"1561",1561,1,4,3,1,4,42,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Male",1,"Manager","Single",10910,2,"Y",22,8,0,16,0,1,0,0
"1562",1562,4,3,2,2,4,29,"No","Non-Travel","Sales",22,4,"Marketing",1,"Male",2,"Human Resources","Married",57360,1,"Y",22,8,0,4,1,4,0,2
"1563",1563,3,3,3,2,3,42,"No","Travel_Rarely","Sales",7,4,"Medical",1,"Male",3,"Research Scientist","Divorced",22260,0,"Y",12,8,1,4,3,3,1,0
"1564",1564,3,2,3,3,3,32,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Male",2,"Research Scientist","Married",57470,1,"Y",13,8,0,8,0,8,0,7
"1565",1565,1,3,1,2,3,48,"No","Travel_Rarely","Sales",13,4,"Medical",1,"Male",4,"Sales Executive","Married",98540,3,"Y",16,8,1,15,2,0,0,0
"1566",1566,3,1,3,3,3,37,"No","Travel_Rarely","Research & Development",8,5,"Technical Degree",1,"Male",2,"Manufacturing Director","Divorced",54670,4,"Y",12,8,0,13,2,7,6,7
"1567",1567,4,3,4,3,4,30,"No","Non-Travel","Sales",25,4,"Other",1,"Male",1,"Healthcare Representative","Married",53800,7,"Y",21,8,1,4,0,2,2,2
"1568",1568,3,3,3,3,3,26,"No","Travel_Rarely","Sales",28,3,"Medical",1,"Female",5,"Laboratory Technician","Married",51510,1,"Y",15,8,3,8,3,8,7,7
"1569",1569,1,4,3,3,3,42,"No","Travel_Rarely","Sales",2,2,"Medical",1,"Female",1,"Laboratory Technician","Single",21330,3,"Y",13,8,2,14,2,1,0,0
"1570",1570,1,2,3,2,3,21,"Yes","Travel_Frequently","Research & Development",9,3,"Medical",1,"Female",4,"Manufacturing Director","Single",178750,1,"Y",12,8,0,3,5,3,1,2
"1571",1571,4,4,3,1,4,36,"No","Non-Travel","Human Resources",28,3,"Human Resources",1,"Male",2,"Laboratory Technician","Single",24320,4,"Y",22,8,0,7,4,1,0,0
"1572",1572,1,4,3,3,3,36,"No","Travel_Frequently","Research & Development",6,3,"Life Sciences",1,"Female",2,"Research Scientist","Married",47710,4,"Y",13,8,1,16,2,13,1,12
"1573",1573,4,3,3,1,3,57,"No","Travel_Rarely","Research & Development",21,4,"Life Sciences",1,"Male",5,"Research Scientist","Married",191610,2,"Y",18,8,0,15,2,3,1,2
"1574",1574,4,3,3,3,3,40,"No","Travel_Rarely","Research & Development",8,3,"Other",1,"Male",2,"Sales Executive","Married",50870,3,"Y",14,8,1,10,3,7,1,7
"1575",1575,1,4,2,1,3,21,"No","Non-Travel","Research & Development",1,5,"Life Sciences",1,"Female",2,"Manager","Single",28630,1,"Y",14,8,0,3,2,3,2,2
"1576",1576,4,3,3,1,4,33,"Yes","Travel_Rarely","Human Resources",28,2,"Human Resources",1,"Female",5,"Manager","Single",55610,1,"Y",21,8,1,1,3,1,0,0
"1577",1577,3,1,3,4,3,37,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Male",4,"Research Scientist","Married",21440,6,"Y",19,8,0,17,3,5,0,3
"1578",1578,3,3,4,3,3,46,"No","Non-Travel","Sales",2,4,"Marketing",1,"Female",2,"Laboratory Technician","Married",30650,2,"Y",11,8,0,7,3,1,0,0
"1579",1579,1,2,3,4,3,41,"Yes","Travel_Frequently","Research & Development",16,1,"Medical",1,"Female",1,"Research Scientist","Single",28100,1,"Y",11,8,0,8,3,8,7,7
"1580",1580,4,4,3,3,3,50,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Female",3,"Laboratory Technician","Single",98880,6,"Y",15,8,0,20,2,4,1,3
"1581",1581,3,3,3,2,4,40,"Yes","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",1,"Healthcare Representative","Married",86280,2,"Y",20,8,0,8,2,6,1,0
"1582",1582,3,2,3,3,4,31,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",4,"Human Resources","Single",28670,0,"Y",24,8,0,3,5,2,2,2
"1583",1583,3,2,3,3,3,21,"Yes","Travel_Rarely","Human Resources",10,2,"Human Resources",1,"Male",1,"Laboratory Technician","Single",53730,1,"Y",12,8,1,1,2,1,0,0
"1584",1584,4,4,3,4,3,29,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",2,"Research Director","Single",66670,9,"Y",12,8,1,6,6,3,1,2
"1585",1585,3,2,3,3,3,35,"No","Travel_Rarely","Research & Development",29,3,"Life Sciences",1,"Female",3,"Sales Executive","Single",50030,9,"Y",15,8,0,10,2,1,0,0
"1586",1586,4,2,3,3,3,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",23670,1,"Y",12,8,1,5,2,5,0,4
"1587",1587,2,4,3,2,3,28,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",3,"Manager","Single",28580,1,"Y",12,8,0,7,2,7,0,7
"1588",1588,2,3,3,3,3,49,"No","Travel_Rarely","Sales",2,3,"Technical Degree",1,"Male",2,"Manufacturing Director","Single",52040,8,"Y",14,8,1,26,3,5,0,0
"1589",1589,3,4,2,3,4,51,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences",1,"Male",1,"Sales Executive","Married",41050,4,"Y",22,8,1,18,2,7,0,7
"1590",1590,4,3,3,3,3,36,"No","Travel_Rarely","Sales",15,2,"Life Sciences",1,"Male",1,"Sales Executive","Married",96790,4,"Y",12,8,0,6,1,2,2,2
"1591",1591,1,4,2,3,4,34,"Yes","Non-Travel","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Representative","Single",56170,8,"Y",25,8,1,9,3,5,0,4
"1592",1592,3,4,3,3,3,55,"No","Travel_Rarely","Sales",26,3,"Marketing",1,"Male",1,"Laboratory Technician","Single",104480,2,"Y",13,8,0,30,3,5,1,2
"1593",1593,4,3,4,3,3,24,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",5,"Manager","Divorced",28970,1,"Y",18,8,3,5,4,5,0,3
"1594",1594,3,2,3,3,3,30,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Female",2,"Manager","Married",59680,1,"Y",13,8,0,1,3,1,0,0
"1595",1595,3,1,3,3,3,26,"Yes","Travel_Frequently","Sales",14,3,"Life Sciences",1,"Male",2,"Manager","Single",75100,0,"Y",18,8,3,7,3,6,0,4
"1596",1596,1,2,3,2,3,22,"No","Travel_Rarely","Research & Development",16,5,"Other",1,"Male",1,"Research Scientist","Married",29910,1,"Y",19,8,2,2,3,2,1,2
"1597",1597,2,3,NA,3,3,36,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",5,"Healthcare Representative","Married",196360,1,"Y",12,8,1,10,3,10,9,0
"1598",1598,3,4,3,2,3,30,"Yes","Travel_Frequently","Sales",3,2,"Marketing",1,"Male",3,"Research Scientist","Single",11290,9,"Y",19,8,0,3,2,1,0,0
"1599",1599,4,1,2,3,3,37,"No","Travel_Rarely","Research & Development",10,1,"Technical Degree",1,"Male",1,"Sales Executive","Divorced",133410,1,"Y",14,8,1,18,3,18,12,17
"1600",1600,4,2,3,2,3,40,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Male",3,"Research Scientist","Divorced",43320,7,"Y",14,8,2,8,3,5,1,3
"1601",1601,2,1,3,2,3,42,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",4,"Manager","Divorced",110310,3,"Y",12,8,1,8,2,5,1,2
"1602",1602,3,2,2,2,3,37,"No","Travel_Rarely","Sales",9,1,"Marketing",1,"Male",3,"Sales Executive","Single",44400,2,"Y",11,8,1,18,3,1,0,1
"1603",1603,1,2,3,3,3,43,"No","Travel_Rarely","Sales",10,2,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",46170,1,"Y",11,8,0,25,2,25,3,9
"1604",1604,2,3,3,2,3,40,"No","Travel_Rarely","Sales",6,2,"Life Sciences",1,"Female",1,"Laboratory Technician","Married",26470,6,"Y",13,8,0,20,2,1,0,0
"1605",1605,1,1,2,2,4,54,"No","Travel_Rarely","Human Resources",9,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",63230,4,"Y",23,8,1,24,2,4,1,2
"1606",1606,3,3,3,3,4,34,"No","Non-Travel","Research & Development",28,3,"Medical",1,"Male",1,"Laboratory Technician","Married",56770,9,"Y",20,8,1,6,3,3,1,2
"1607",1607,2,1,1,2,3,31,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences",1,"Male",3,"Sales Executive","Married",21870,1,"Y",15,8,1,13,2,13,3,12
"1608",1608,4,4,3,2,3,43,"No","Travel_Frequently","Sales",14,3,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",37480,7,"Y",14,8,2,8,3,3,1,2
"1609",1609,3,3,3,3,3,43,"No","Travel_Rarely","Sales",27,4,"Life Sciences",1,"Male",2,"Sales Representative","Divorced",39770,4,"Y",18,8,1,8,3,5,0,2
"1610",1610,2,4,3,4,3,25,"No","Travel_Rarely","Human Resources",7,2,"Human Resources",1,"Male",1,"Manufacturing Director","Single",86330,1,"Y",19,8,1,5,2,5,1,3
"1611",1611,2,3,3,2,4,37,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Male",3,"Laboratory Technician","Married",20080,3,"Y",22,8,0,15,5,13,10,7
"1612",1612,4,1,3,3,3,31,"No","Travel_Rarely","Research & Development",24,1,"Medical",1,"Male",3,"Laboratory Technician","Married",44400,1,"Y",13,8,1,4,2,4,3,2
"1613",1613,2,3,3,1,4,39,"No","Travel_Frequently","Research & Development",26,4,"Technical Degree",1,"Female",1,"Sales Executive","Divorced",30670,1,"Y",20,8,1,21,5,21,1,6
"1614",1614,3,1,2,3,3,56,"No","Travel_Frequently","Research & Development",20,4,"Life Sciences",1,"Female",3,"Sales Executive","Married",53210,9,"Y",14,8,0,36,1,7,7,7
"1615",1615,2,3,3,3,3,30,"No","Travel_Rarely","Sales",5,4,"Medical",1,"Female",2,"Manufacturing Director","Single",54100,0,"Y",17,8,1,6,2,5,4,4
"1616",1616,2,1,3,2,3,41,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",1,"Female",3,"Research Scientist","Married",27820,1,"Y",14,8,0,10,2,10,0,7
"1617",1617,3,1,3,2,3,28,"No","Travel_Rarely","Research & Development",7,3,"Medical",1,"Male",3,"Healthcare Representative","Divorced",119570,1,"Y",13,8,0,10,2,10,1,8
"1618",1618,1,1,3,3,3,25,"Yes","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Female",3,"Laboratory Technician","Married",26600,5,"Y",13,8,0,6,3,2,0,2
"1619",1619,4,3,3,2,4,52,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences",1,"Female",2,"Sales Representative","Married",33750,2,"Y",21,8,0,28,2,5,0,4
"1620",1620,1,4,2,3,3,45,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",1,"Sales Executive","Married",50980,3,"Y",14,8,1,8,4,2,0,2
"1621",1621,4,4,1,3,3,52,"No","Travel_Rarely","Research & Development",12,3,"Medical",1,"Male",2,"Research Scientist","Married",48780,2,"Y",11,8,1,31,3,5,1,4
"1622",1622,1,3,3,2,3,42,"No","Travel_Frequently","Sales",10,3,"Marketing",1,"Female",2,"Healthcare Representative","Divorced",28370,2,"Y",13,8,1,19,0,5,0,2
"1623",1623,3,4,3,3,4,30,"No","Travel_Rarely","Sales",25,3,"Marketing",1,"Male",1,"Sales Executive","Single",24060,2,"Y",20,8,1,11,5,5,0,2
"1624",1624,1,1,1,3,3,60,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",22690,5,"Y",18,8,1,33,4,29,11,10
"1625",1625,3,3,2,2,3,46,"No","Travel_Rarely","Sales",19,4,"Marketing",1,"Female",1,"Sales Executive","Divorced",41080,2,"Y",14,8,0,19,5,10,0,8
"1626",1626,4,4,4,3,3,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree",1,"Male",4,"Sales Executive","Married",132060,0,"Y",13,8,2,7,2,6,0,4
"1627",1627,1,2,3,2,3,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical",1,"Male",1,"Research Scientist","Single",104220,1,"Y",17,8,1,6,0,5,1,4
"1628",1628,4,3,2,3,4,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical",1,"Male",2,"Research Scientist","Divorced",137440,0,"Y",20,8,1,3,3,2,1,0
"1629",1629,4,4,3,3,3,38,"No","Travel_Frequently","Sales",3,3,"Marketing",1,"Female",2,"Sales Executive","Married",49070,1,"Y",11,8,1,1,3,1,0,0
"1630",1630,3,3,3,2,3,40,"No","Travel_Rarely","Sales",26,4,"Marketing",1,"Female",1,"Sales Executive","Married",34820,0,"Y",18,8,1,21,2,20,1,12
"1631",1631,1,4,1,4,4,26,"No","Travel_Rarely","Research & Development",3,2,"Medical",1,"Female",4,"Healthcare Representative","Divorced",24360,1,"Y",24,8,0,3,2,3,0,2
"1632",1632,3,4,1,2,3,30,"No","Non-Travel","Research & Development",15,3,"Medical",1,"Female",2,"Sales Executive","Married",23800,4,"Y",18,8,3,9,2,5,1,4
"1633",1633,2,3,3,3,3,29,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",3,"Manufacturing Director","Married",194310,1,"Y",11,8,0,10,3,10,0,7
"1634",1634,3,2,4,2,3,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",17900,5,"Y",16,8,1,6,4,2,1,1
"1635",1635,1,4,4,3,3,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical",1,"Male",1,"Sales Executive","Single",76440,1,"Y",15,8,2,1,2,1,0,0
"1636",1636,3,1,3,3,3,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences",1,"Female",3,"Research Scientist","Married",51310,0,"Y",15,8,1,10,2,9,7,8
"1637",1637,1,4,2,3,3,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",4,"Research Scientist","Divorced",63060,3,"Y",12,8,1,32,3,1,0,0
"1638",1638,2,3,3,3,3,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences",1,"Female",3,"Manager","Married",47870,0,"Y",12,8,0,28,3,27,15,7
"1639",1639,3,4,2,3,4,30,"No","Non-Travel","Sales",10,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Single",188800,0,"Y",22,8,1,12,3,11,6,7
"1640",1640,3,1,4,3,4,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences",1,"Female",4,"Laboratory Technician","Married",23390,4,"Y",20,8,0,22,4,18,13,11
"1641",1641,1,4,3,2,3,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree",1,"Male",5,"Manufacturing Director","Divorced",135700,5,"Y",16,8,2,20,2,5,0,4
"1642",1642,1,3,1,2,4,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",67120,6,"Y",21,8,1,26,3,3,0,1
"1643",1643,4,3,3,3,3,35,"No","Travel_Rarely","Research & Development",15,2,"Medical",1,"Female",2,"Laboratory Technician","Single",54060,0,"Y",12,8,1,6,2,5,4,3
"1644",1644,3,3,3,3,3,54,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",2,"Human Resources","Single",89380,7,"Y",11,8,3,19,2,1,0,0
"1645",1645,4,3,3,4,3,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",24390,3,"Y",11,8,2,14,2,7,5,7
"1646",1646,3,4,3,2,3,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",88370,2,"Y",18,8,0,15,3,3,1,2
"1647",1647,3,2,4,3,3,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",53430,1,"Y",14,8,1,13,3,13,0,8
